School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate,Official Low Year Level,Official High Year Level,Suburb,Post Code,All Student Count,Longitude,Latitude
1491,Rainworth State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,53483.0,56147.0,95.3,Prep Year,Year 6,Bardon,4065,588.0,152.985258,-27.467026
29,Ramsay State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,4750.5,4977.0,95.4,Prep Year,Year 6,Ramsay,4358,47.0,151.962564,-27.721666
29,Ramsay State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,4099.5,4315.0,95.0,Prep Year,Year 6,Ramsay,4358,47.0,151.962564,-27.721666
29,Ramsay State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,3738.0,3914.0,95.5,Prep Year,Year 6,Ramsay,4358,47.0,151.962564,-27.721666
29,Ramsay State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,4492.5,4702.0,95.5,Prep Year,Year 6,Ramsay,4358,47.0,151.962564,-27.721666
29,Ramsay State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,4309.5,4545.0,94.8,Prep Year,Year 6,Ramsay,4358,47.0,151.962564,-27.721666
1174,Rangeville State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,65017.0,69487.0,93.6,Early Childhood,Year 6,Rangeville,4350,818.0,151.978395,-27.583098
1174,Rangeville State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,61874.5,66273.0,93.4,Early Childhood,Year 6,Rangeville,4350,818.0,151.978395,-27.583098
1174,Rangeville State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,64580.0,69536.0,92.9,Early Childhood,Year 6,Rangeville,4350,818.0,151.978395,-27.583098
1174,Rangeville State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,68201.0,73051.5,93.4,Early Childhood,Year 6,Rangeville,4350,818.0,151.978395,-27.583098
1174,Rangeville State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,64694.0,69054.5,93.7,Early Childhood,Year 6,Rangeville,4350,818.0,151.978395,-27.583098
1870,Rasmussen State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,33688.0,38650.5,87.2,Early Childhood,Year 6,Rasmussen,4815,444.0,146.729243,-19.3649
1870,Rasmussen State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,31877.5,35378.0,90.1,Early Childhood,Year 6,Rasmussen,4815,444.0,146.729243,-19.3649
1870,Rasmussen State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,35011.0,39124.0,89.5,Early Childhood,Year 6,Rasmussen,4815,444.0,146.729243,-19.3649
1870,Rasmussen State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,40587.0,47332.0,85.7,Early Childhood,Year 6,Rasmussen,4815,444.0,146.729243,-19.3649
1870,Rasmussen State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,32056.0,37811.0,84.8,Early Childhood,Year 6,Rasmussen,4815,444.0,146.729243,-19.3649
1332,Rathdowney State School,2015,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,3069.5,3280.0,93.6,Prep Year,Year 6,Rathdowney,4287,25.0,152.860509,-28.215634
1332,Rathdowney State School,2016,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,3157.5,3373.0,93.6,Prep Year,Year 6,Rathdowney,4287,25.0,152.860509,-28.215634
1332,Rathdowney State School,2017,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,3338.0,3664.0,91.1,Prep Year,Year 6,Rathdowney,4287,25.0,152.860509,-28.215634
1332,Rathdowney State School,2018,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,3112.5,3369.0,92.4,Prep Year,Year 6,Rathdowney,4287,25.0,152.860509,-28.215634
1332,Rathdowney State School,2019,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,2295.5,2742.0,83.7,Prep Year,Year 6,Rathdowney,4287,25.0,152.860509,-28.215634
1315,Ravenshoe State School,2015,State School,Combined,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,35581.5,41707.0,85.3,Prep Year,Year 12,Ravenshoe,4888,364.0,145.488711,-17.610597
1315,Ravenshoe State School,2016,State School,Combined,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,36673.5,42203.0,86.9,Prep Year,Year 12,Ravenshoe,4888,364.0,145.488711,-17.610597
1315,Ravenshoe State School,2017,State School,Combined,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,35295.5,40713.0,86.7,Prep Year,Year 12,Ravenshoe,4888,364.0,145.488711,-17.610597
1315,Ravenshoe State School,2018,State School,Combined,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,33239.5,39827.5,83.5,Prep Year,Year 12,Ravenshoe,4888,364.0,145.488711,-17.610597
1315,Ravenshoe State School,2019,State School,Combined,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,27704.5,34438.5,80.4,Prep Year,Year 12,Ravenshoe,4888,364.0,145.488711,-17.610597
141,Ravenswood State School,2015,State School,Primary,Remote Australia,North Queensland,Charters Towers (R),Traeger,1314.0,1416.0,92.8,Early Childhood,Year 6,Ravenswood,4816,23.0,146.889506,-20.103639
141,Ravenswood State School,2016,State School,Primary,Remote Australia,North Queensland,Charters Towers (R),Traeger,1528.0,1627.0,93.9,Early Childhood,Year 6,Ravenswood,4816,23.0,146.889506,-20.103639
141,Ravenswood State School,2017,State School,Primary,Remote Australia,North Queensland,Charters Towers (R),Traeger,1449.5,1536.0,94.4,Early Childhood,Year 6,Ravenswood,4816,23.0,146.889506,-20.103639
141,Ravenswood State School,2018,State School,Primary,Remote Australia,North Queensland,Charters Towers (R),Traeger,2220.0,2379.0,93.3,Early Childhood,Year 6,Ravenswood,4816,23.0,146.889506,-20.103639
141,Ravenswood State School,2019,State School,Primary,Remote Australia,North Queensland,Charters Towers (R),Traeger,1846.0,1991.0,92.7,Early Childhood,Year 6,Ravenswood,4816,23.0,146.889506,-20.103639
3085,Red Hill Special School,2015,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,5340.5,6046.0,88.3,Early Childhood,Year 12,Red Hill,4059,111.0,153.000651,-27.450749
3085,Red Hill Special School,2016,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,5033.0,5631.0,89.4,Early Childhood,Year 12,Red Hill,4059,111.0,153.000651,-27.450749
3085,Red Hill Special School,2017,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,5280.0,6092.0,86.7,Early Childhood,Year 12,Red Hill,4059,111.0,153.000651,-27.450749
3085,Red Hill Special School,2018,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,5646.5,6801.0,83.0,Early Childhood,Year 12,Red Hill,4059,111.0,153.000651,-27.450749
3085,Red Hill Special School,2019,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,6236.0,7251.0,86.0,Early Childhood,Year 12,Red Hill,4059,111.0,153.000651,-27.450749
2174,Redbank Plains State High School,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,147734.0,165817.0,89.1,Year 7,Year 12,Redbank Plains,4301,1525.0,152.868869,-27.65341
2174,Redbank Plains State High School,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,153002.0,172520.0,88.7,Year 7,Year 12,Redbank Plains,4301,1525.0,152.868869,-27.65341
2174,Redbank Plains State High School,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,144976.5,162551.0,89.2,Year 7,Year 12,Redbank Plains,4301,1525.0,152.868869,-27.65341
2174,Redbank Plains State High School,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,141697.0,161577.0,87.7,Year 7,Year 12,Redbank Plains,4301,1525.0,152.868869,-27.65341
2174,Redbank Plains State High School,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,126571.5,144186.0,87.8,Year 7,Year 12,Redbank Plains,4301,1525.0,152.868869,-27.65341
88,Redbank Plains State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,72936.5,81255.0,89.8,Prep Year,Year 6,Redbank Plains,4301,669.0,152.851911,-27.647923
88,Redbank Plains State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,73670.5,82781.0,89.0,Prep Year,Year 6,Redbank Plains,4301,669.0,152.851911,-27.647923
88,Redbank Plains State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,62593.5,69771.0,89.7,Prep Year,Year 6,Redbank Plains,4301,669.0,152.851911,-27.647923
88,Redbank Plains State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,58605.5,66347.0,88.3,Prep Year,Year 6,Redbank Plains,4301,669.0,152.851911,-27.647923
88,Redbank Plains State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,53680.0,60563.0,88.6,Prep Year,Year 6,Redbank Plains,4301,669.0,152.851911,-27.647923
719,Redbank State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,22952.0,25273.0,90.8,Prep Year,Year 6,Redbank,4301,186.0,152.86459,-27.60298
719,Redbank State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,20354.0,22555.0,90.2,Prep Year,Year 6,Redbank,4301,186.0,152.86459,-27.60298
719,Redbank State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,18339.5,20120.0,91.2,Prep Year,Year 6,Redbank,4301,186.0,152.86459,-27.60298
719,Redbank State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,16557.5,18563.0,89.2,Prep Year,Year 6,Redbank,4301,186.0,152.86459,-27.60298
719,Redbank State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,15962.5,17668.0,90.3,Prep Year,Year 6,Redbank,4301,186.0,152.86459,-27.60298
3009,Redcliffe Special School,2015,Special School,Special,Major Cities of Australia,North Coast,Moreton Bay (R),Redcliffe,9612.0,10954.0,87.7,Year 7,Year 12,Redcliffe,4020,116.0,153.113253,-27.223224
3009,Redcliffe Special School,2016,Special School,Special,Major Cities of Australia,North Coast,Moreton Bay (R),Redcliffe,9901.5,11222.5,88.2,Year 7,Year 12,Redcliffe,4020,116.0,153.113253,-27.223224
3009,Redcliffe Special School,2017,Special School,Special,Major Cities of Australia,North Coast,Moreton Bay (R),Redcliffe,9946.5,11433.0,87.0,Year 7,Year 12,Redcliffe,4020,116.0,153.113253,-27.223224
3009,Redcliffe Special School,2018,Special School,Special,Major Cities of Australia,North Coast,Moreton Bay (R),Redcliffe,10261.0,12240.0,83.8,Year 7,Year 12,Redcliffe,4020,116.0,153.113253,-27.223224
3009,Redcliffe Special School,2019,Special School,Special,Major Cities of Australia,North Coast,Moreton Bay (R),Redcliffe,9319.5,10757.5,86.6,Year 7,Year 12,Redcliffe,4020,116.0,153.113253,-27.223224
2045,Redcliffe State High School,2015,State High School,Secondary,Major Cities of Australia,North Coast,Moreton Bay (R),Redcliffe,115058.5,128368.0,89.6,Year 7,Year 12,Redcliffe,4020,1345.0,153.111006,-27.223688
2045,Redcliffe State High School,2016,State High School,Secondary,Major Cities of Australia,North Coast,Moreton Bay (R),Redcliffe,114349.0,125604.0,91.0,Year 7,Year 12,Redcliffe,4020,1345.0,153.111006,-27.223688
2045,Redcliffe State High School,2017,State High School,Secondary,Major Cities of Australia,North Coast,Moreton Bay (R),Redcliffe,112344.0,123768.0,90.8,Year 7,Year 12,Redcliffe,4020,1345.0,153.111006,-27.223688
2045,Redcliffe State High School,2018,State High School,Secondary,Major Cities of Australia,North Coast,Moreton Bay (R),Redcliffe,119836.5,134104.0,89.4,Year 7,Year 12,Redcliffe,4020,1345.0,153.111006,-27.223688
2045,Redcliffe State High School,2019,State High School,Secondary,Major Cities of Australia,North Coast,Moreton Bay (R),Redcliffe,115104.5,129262.0,89.0,Year 7,Year 12,Redcliffe,4020,1345.0,153.111006,-27.223688
229,Redland Bay State School,2015,State School,Primary,Major Cities of Australia,South East,Redland (C),Redlands,74755.0,81100.0,92.2,Prep Year,Year 6,Redland Bay,4165,973.0,153.293085,-27.618595
229,Redland Bay State School,2016,State School,Primary,Major Cities of Australia,South East,Redland (C),Redlands,74682.0,80562.5,92.7,Prep Year,Year 6,Redland Bay,4165,973.0,153.293085,-27.618595
229,Redland Bay State School,2017,State School,Primary,Major Cities of Australia,South East,Redland (C),Redlands,75027.5,81316.0,92.3,Prep Year,Year 6,Redland Bay,4165,973.0,153.293085,-27.618595
229,Redland Bay State School,2018,State School,Primary,Major Cities of Australia,South East,Redland (C),Redlands,82527.0,89723.0,92.0,Prep Year,Year 6,Redland Bay,4165,973.0,153.293085,-27.618595
229,Redland Bay State School,2019,State School,Primary,Major Cities of Australia,South East,Redland (C),Redlands,85004.0,92976.0,91.4,Prep Year,Year 6,Redland Bay,4165,973.0,153.293085,-27.618595
3033,Redland District Special School,2015,Special School,Special,Major Cities of Australia,South East,Redland (C),Redlands,10885.0,11971.0,90.9,Early Childhood,Year 12,Thornlands,4164,190.0,153.26069,-27.550107
3033,Redland District Special School,2016,Special School,Special,Major Cities of Australia,South East,Redland (C),Redlands,11146.5,12536.0,88.9,Early Childhood,Year 12,Thornlands,4164,190.0,153.26069,-27.550107
3033,Redland District Special School,2017,Special School,Special,Major Cities of Australia,South East,Redland (C),Redlands,10772.0,12375.0,87.0,Early Childhood,Year 12,Thornlands,4164,190.0,153.26069,-27.550107
3033,Redland District Special School,2018,Special School,Special,Major Cities of Australia,South East,Redland (C),Redlands,12262.5,14044.0,87.3,Early Childhood,Year 12,Thornlands,4164,190.0,153.26069,-27.550107
3033,Redland District Special School,2019,Special School,Special,Major Cities of Australia,South East,Redland (C),Redlands,12582.0,14359.0,87.6,Early Childhood,Year 12,Thornlands,4164,190.0,153.26069,-27.550107
1336,Redlynch State College,2015,State School,Combined,Outer Regional Australia,Far North Queensland,Cairns (R),Barron River,156865.0,170673.0,91.9,Prep Year,Year 12,Redlynch,4870,1869.0,145.695815,-16.909266
1336,Redlynch State College,2016,State School,Combined,Outer Regional Australia,Far North Queensland,Cairns (R),Barron River,155469.0,168454.0,92.3,Prep Year,Year 12,Redlynch,4870,1869.0,145.695815,-16.909266
1336,Redlynch State College,2017,State School,Combined,Outer Regional Australia,Far North Queensland,Cairns (R),Barron River,162397.5,175948.5,92.3,Prep Year,Year 12,Redlynch,4870,1869.0,145.695815,-16.909266
1336,Redlynch State College,2018,State School,Combined,Outer Regional Australia,Far North Queensland,Cairns (R),Barron River,165051.0,182097.0,90.6,Prep Year,Year 12,Redlynch,4870,1869.0,145.695815,-16.909266
1336,Redlynch State College,2019,State School,Combined,Outer Regional Australia,Far North Queensland,Cairns (R),Barron River,160431.5,176992.0,90.6,Prep Year,Year 12,Redlynch,4870,1869.0,145.695815,-16.909266
1996,Regents Park State School,2015,State School,Primary,Major Cities of Australia,South East,Logan (C),Logan,48972.0,52612.5,93.1,Prep Year,Year 6,Regents Park,4118,782.0,153.035018,-27.682091
1996,Regents Park State School,2016,State School,Primary,Major Cities of Australia,South East,Logan (C),Logan,55475.5,59204.0,93.7,Prep Year,Year 6,Regents Park,4118,782.0,153.035018,-27.682091
1996,Regents Park State School,2017,State School,Primary,Major Cities of Australia,South East,Logan (C),Logan,58828.5,63647.5,92.4,Prep Year,Year 6,Regents Park,4118,782.0,153.035018,-27.682091
1996,Regents Park State School,2018,State School,Primary,Major Cities of Australia,South East,Logan (C),Logan,70231.5,76466.0,91.8,Prep Year,Year 6,Regents Park,4118,782.0,153.035018,-27.682091
1996,Regents Park State School,2019,State School,Primary,Major Cities of Australia,South East,Logan (C),Logan,69243.5,75563.5,91.6,Prep Year,Year 6,Regents Park,4118,782.0,153.035018,-27.682091
721,Richlands East State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,41250.0,44780.0,92.1,Prep Year,Year 6,Inala,4077,532.0,152.967087,-27.597126
721,Richlands East State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,41848.5,45594.0,91.8,Prep Year,Year 6,Inala,4077,532.0,152.967087,-27.597126
721,Richlands East State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,43910.0,47735.0,92.0,Prep Year,Year 6,Inala,4077,532.0,152.967087,-27.597126
721,Richlands East State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,49064.0,54698.0,89.7,Prep Year,Year 6,Inala,4077,532.0,152.967087,-27.597126
721,Richlands East State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,46056.0,51166.0,90.0,Prep Year,Year 6,Inala,4077,532.0,152.967087,-27.597126
733,Richmond Hill State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Charters Towers (R),Traeger,34919.5,38174.0,91.5,Prep Year,Year 6,Richmond Hill,4820,338.0,146.265083,-20.061524
733,Richmond Hill State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Charters Towers (R),Traeger,31765.0,34517.0,92.0,Prep Year,Year 6,Richmond Hill,4820,338.0,146.265083,-20.061524
733,Richmond Hill State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Charters Towers (R),Traeger,31763.5,34457.0,92.2,Prep Year,Year 6,Richmond Hill,4820,338.0,146.265083,-20.061524
733,Richmond Hill State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Charters Towers (R),Traeger,32573.0,35551.0,91.6,Prep Year,Year 6,Richmond Hill,4820,338.0,146.265083,-20.061524
733,Richmond Hill State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Charters Towers (R),Traeger,29081.0,32264.0,90.1,Prep Year,Year 6,Richmond Hill,4820,338.0,146.265083,-20.061524
576,Richmond State School,2015,State School,Combined,Very Remote Australia,North Queensland,Richmond (S),Traeger,6668.0,7302.0,91.3,Prep Year,Year 10,Richmond,4822,78.0,143.143081,-20.734145
576,Richmond State School,2016,State School,Combined,Very Remote Australia,North Queensland,Richmond (S),Traeger,6323.5,7003.0,90.3,Prep Year,Year 10,Richmond,4822,78.0,143.143081,-20.734145
576,Richmond State School,2017,State School,Combined,Very Remote Australia,North Queensland,Richmond (S),Traeger,6300.0,6846.0,92.0,Prep Year,Year 10,Richmond,4822,78.0,143.143081,-20.734145
576,Richmond State School,2018,State School,Combined,Very Remote Australia,North Queensland,Richmond (S),Traeger,7431.5,8153.0,91.2,Prep Year,Year 10,Richmond,4822,78.0,143.143081,-20.734145
576,Richmond State School,2019,State School,Combined,Very Remote Australia,North Queensland,Richmond (S),Traeger,6959.5,7693.0,90.5,Prep Year,Year 10,Richmond,4822,78.0,143.143081,-20.734145
1489,Ridgelands State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,Rockhampton (R),Mirani,3920.0,4294.0,91.3,Prep Year,Year 6,Ridgelands,4702,32.0,150.279911,-23.249781
1489,Ridgelands State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,Rockhampton (R),Mirani,2999.5,3218.0,93.2,Prep Year,Year 6,Ridgelands,4702,32.0,150.279911,-23.249781
1489,Ridgelands State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,Rockhampton (R),Mirani,2766.0,2968.0,93.2,Prep Year,Year 6,Ridgelands,4702,32.0,150.279911,-23.249781
1489,Ridgelands State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,Rockhampton (R),Mirani,3148.0,3371.0,93.4,Prep Year,Year 6,Ridgelands,4702,32.0,150.279911,-23.249781
1489,Ridgelands State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,Rockhampton (R),Mirani,3063.0,3205.0,95.6,Prep Year,Year 6,Ridgelands,4702,32.0,150.279911,-23.249781
1865,Riverview State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,22928.0,25130.0,91.2,Prep Year,Year 6,Riverview,4303,287.0,152.84694,-27.603299
1865,Riverview State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,22191.5,24804.0,89.5,Prep Year,Year 6,Riverview,4303,287.0,152.84694,-27.603299
1865,Riverview State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,22031.5,24773.0,88.9,Prep Year,Year 6,Riverview,4303,287.0,152.84694,-27.603299
1865,Riverview State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,24270.0,27362.0,88.7,Prep Year,Year 6,Riverview,4303,287.0,152.84694,-27.603299
1865,Riverview State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,22283.0,25686.0,86.8,Prep Year,Year 6,Riverview,4303,287.0,152.84694,-27.603299
582,Roadvale State School,2015,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,3038.0,3371.0,90.1,Prep Year,Year 6,Roadvale,4310,48.0,152.705005,-27.920165
582,Roadvale State School,2016,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,2556.5,2848.0,89.8,Prep Year,Year 6,Roadvale,4310,48.0,152.705005,-27.920165
582,Roadvale State School,2017,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,2811.0,3031.0,92.7,Prep Year,Year 6,Roadvale,4310,48.0,152.705005,-27.920165
582,Roadvale State School,2018,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,3428.0,3700.0,92.6,Prep Year,Year 6,Roadvale,4310,48.0,152.705005,-27.920165
582,Roadvale State School,2019,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,4247.0,4655.0,91.2,Prep Year,Year 6,Roadvale,4310,48.0,152.705005,-27.920165
1899,Robertson State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,66516.0,69745.0,95.4,Prep Year,Year 6,Robertson,4109,733.0,153.056254,-27.565483
1899,Robertson State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,65418.0,68665.0,95.3,Prep Year,Year 6,Robertson,4109,733.0,153.056254,-27.565483
1899,Robertson State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,65032.0,68213.0,95.3,Prep Year,Year 6,Robertson,4109,733.0,153.056254,-27.565483
1899,Robertson State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,69720.0,73352.0,95.0,Prep Year,Year 6,Robertson,4109,733.0,153.056254,-27.565483
1899,Robertson State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,65365.5,68752.0,95.1,Prep Year,Year 6,Robertson,4109,733.0,153.056254,-27.565483
195,Robina State High School,2015,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,125886.5,132895.5,94.7,Year 7,Year 12,Robina,4226,1463.0,153.376815,-28.073544
195,Robina State High School,2016,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,119694.5,131761.0,90.8,Year 7,Year 12,Robina,4226,1463.0,153.376815,-28.073544
195,Robina State High School,2017,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,122753.5,133977.5,91.6,Year 7,Year 12,Robina,4226,1463.0,153.376815,-28.073544
195,Robina State High School,2018,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,125494.5,139366.5,90.0,Year 7,Year 12,Robina,4226,1463.0,153.376815,-28.073544
195,Robina State High School,2019,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,123730.0,137123.0,90.2,Year 7,Year 12,Robina,4226,1463.0,153.376815,-28.073544
1982,Robina State School,2015,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,68273.5,73679.5,92.7,Prep Year,Year 6,Robina,4226,782.0,153.399122,-28.071232
1982,Robina State School,2016,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,69802.0,75063.5,93.0,Prep Year,Year 6,Robina,4226,782.0,153.399122,-28.071232
1982,Robina State School,2017,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,70246.0,75686.5,92.8,Prep Year,Year 6,Robina,4226,782.0,153.399122,-28.071232
1982,Robina State School,2018,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,71692.5,77598.5,92.4,Prep Year,Year 6,Robina,4226,782.0,153.399122,-28.071232
1982,Robina State School,2019,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,69059.0,74193.0,93.1,Prep Year,Year 6,Robina,4226,782.0,153.399122,-28.071232
1886,Rochedale South State School,2015,State School,Primary,Major Cities of Australia,South East,Logan (C),Springwood,34459.5,36965.0,93.2,Prep Year,Year 6,Rochedale South,4123,494.0,153.129898,-27.5906
1886,Rochedale South State School,2016,State School,Primary,Major Cities of Australia,South East,Logan (C),Springwood,40072.5,43290.0,92.6,Prep Year,Year 6,Rochedale South,4123,494.0,153.129898,-27.5906
1886,Rochedale South State School,2017,State School,Primary,Major Cities of Australia,South East,Logan (C),Springwood,40273.0,43605.0,92.4,Prep Year,Year 6,Rochedale South,4123,494.0,153.129898,-27.5906
1886,Rochedale South State School,2018,State School,Primary,Major Cities of Australia,South East,Logan (C),Springwood,43747.0,47454.0,92.2,Prep Year,Year 6,Rochedale South,4123,494.0,153.129898,-27.5906
1886,Rochedale South State School,2019,State School,Primary,Major Cities of Australia,South East,Logan (C),Springwood,43343.0,47136.0,92.0,Prep Year,Year 6,Rochedale South,4123,494.0,153.129898,-27.5906
2158,Rochedale State High School,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Mansfield,113588.5,124950.0,90.9,Year 7,Year 12,Rochedale,4123,1408.0,153.111492,-27.585626
2158,Rochedale State High School,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Mansfield,116111.5,126236.0,92.0,Year 7,Year 12,Rochedale,4123,1408.0,153.111492,-27.585626
2158,Rochedale State High School,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Mansfield,117130.5,128044.0,91.5,Year 7,Year 12,Rochedale,4123,1408.0,153.111492,-27.585626
2158,Rochedale State High School,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Mansfield,125829.0,138420.5,90.9,Year 7,Year 12,Rochedale,4123,1408.0,153.111492,-27.585626
2158,Rochedale State High School,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Mansfield,125566.0,136237.0,92.2,Year 7,Year 12,Rochedale,4123,1408.0,153.111492,-27.585626
1638,Rochedale State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mansfield,85912.0,90458.0,95.0,Prep Year,Year 6,Rochedale,4123,967.0,153.125368,-27.580092
1638,Rochedale State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mansfield,86597.5,90922.0,95.2,Prep Year,Year 6,Rochedale,4123,967.0,153.125368,-27.580092
